id,org_id,org_name,campus_id,name,aka,name_long,website,social_media,clli,rencode,npanxx,notes,net_count,ix_count,carrier_count,sales_email,sales_phone,tech_email,tech_phone,available_voltage_services,diverse_serving_substations,property,region_continent,status_dashboard,logo,created,updated,status,address1,address2,city,country,state,zipcode,floor,suite,latitude,longitude,endereco_formatado_cidade_datacenter,latitude_cidade_datacenter,longitude_cidade_datacenter
5599,14510,Net Vale LTDA,,NET VALE LTDA,,,http://www.netvale.psi.br,"{'service': 'website', 'identifier': 'http://www.netvale.psi.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-07-31T13:06:03Z,2025-09-26T22:51:17Z,ok,"Av. Brasilia, 2648",Amaro Lanari,Coronel Fabriciano,BR,MG,35171-347,,,-19.528289,-42.577135,"Coronel Fabriciano - Sen. Melo Viana, Coronel Fabriciano - Minas Gerais, Brazil",-19.5195029,-42.6280134
5667,20652,MGCLOUD SOLUCOES EM TIC LTDA - ME,,MGcloud,,,http://www.mgcloud.com.br,"{'service': 'website', 'identifier': 'http://www.mgcloud.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-08-17T12:47:24Z,2025-09-26T22:51:21Z,ok,"Rua Nelson Soares de Faria, 187 - Cidade Nova",,Belo Horizonte,BR,MG,31.170-030,,,-19.892764,-43.927168,"Belo Horizonte, Minas Gerais, Brazil",-19.919052,-43.9386685
5694,15035,Sebratel Tecnologia LTDA,,Sebratel - São Leopoldo,,,http://www.sebratel.com.br/,"{'service': 'website', 'identifier': 'http://www.sebratel.com.br/'}",,,,,1,0,0,,,,,,,,South America,,,2018-08-27T20:39:24Z,2025-09-26T22:51:24Z,ok,"Rua Pinto Bandeira, 345",,São Leopoldo,BR,RS,93120-620,,,-29.729544,-51.153239,"São Leopoldo, RS, Brazil",-29.76074169999999,-51.1480174
5718,8051,Insidesign Tecnologia Ltda EPP,,Insidesign IDC RPO,,,http://www.insidesign.com.br,"{'service': 'website', 'identifier': 'http://www.insidesign.com.br'}",,,,,0,0,0,ronaldo@insidesign.com.br,551638770117.0,ronaldo@insidesign.com.br,551638770117.0,48 VDC,False,Owner,South America,https://www.insidesign.com.br,,2018-08-30T19:38:18Z,2025-09-26T22:51:26Z,ok,Av. Saudade 1210,,Ribeirão Preto,BR,SP,14085-000,,sala 9,-21.162173,-47.801185,"Ribeirao Preto - Ribeirão Preto, São Paulo, Brazil",-21.1694018,-47.8110855
5728,8026,TCA Internet,,TCA Internet - TQR1,,,http://www.tca.com.br,"{'service': 'website', 'identifier': 'http://www.tca.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-09-03T02:43:29Z,2025-09-26T22:51:26Z,ok,"Rua Ernesto Alves, 2797",,Taquara,BR,RS,95600-482,,,-29.646198,-50.784745,"Taquara - RS, Brazil",-29.6509775,-50.7757826
5733,6843,VESCNET PROVEDORES DO BRASIL,,Vescnet,,,http://www.vescnet.com.br,"{'service': 'website', 'identifier': 'http://www.vescnet.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-09-04T10:16:06Z,2025-09-26T22:51:26Z,ok,"Rua Blumenai, 174",,Recife,BR,PE,51350190,,,-8.108574,-34.919154,"Recife, Pernambuco, Brazil",-8.0578381,-34.8828969
5744,20885,FURB Internet Exchange,,FURB-IX Datacenter,,,https://ix.furb.br/,"{'service': 'website', 'identifier': 'https://ix.furb.br/'}",,,,,3,1,0,,,,,,,,South America,,,2018-09-06T16:43:04Z,2025-09-26T22:51:27Z,ok,"Rua Antônio da Veiga, 140",,Blumenau,BR,SC,89030903,,,-26.905736,-49.079004,"Blumenau, Santa Catarina, Brazil",-26.9165792,-49.0717331
5837,21025,GD Telecomunicações LTDA - ME,,GD Telecomunicações,,,https://www.gdtelecomunicacoes.com.br/,"{'service': 'website', 'identifier': 'https://www.gdtelecomunicacoes.com.br/'}",,,,"A GD Telecomunicações é a primeira empresa do estado do Mato Grosso do sul a implantar um PTT(Ponto de troca de tráfego) funcional. Com vários provedores locais já ativamente conectados, o PTT-GD será um ponto crucial para o avanço tecnologico dos provedores do estado, visando uma melhora significativa na velocidade e no tempo de resposta das conexões de conteúdos interestaduais.
https://www.gdtelecomunicacoes.com.br/cobertura",14,0,0,,,,,,,,South America,,,2018-09-28T15:52:10Z,2025-09-26T22:51:34Z,ok,"Rua Hilda Bergo Duarte, 775 - sala 7 - CENTRO",,Dourados,BR,MS,79806-020,,,-22.224723,-54.806084,"Dourados - Mato Grosso do Sul, Brazil",-22.2236054,-54.812498
5873,21128,QNAX LTDA,,Qnax Data Center do Brasil,,,https://qnax.com.br,"{'service': 'website', 'identifier': 'https://qnax.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2018-10-09T16:07:01Z,2025-09-26T22:51:36Z,ok,"Av. Paulista, 1765 - Cerqueira César,  São Paulo - SP","Rua Vicente Luiz do Prado, 2693, Franca - SP",São Paulo,BR,SP,14407415,,,-23.560762,-46.657847,"São Paulo, Brazil",-23.5557714,-46.6395571
5883,20368,Acesso10 Datacenter,,Acesso10 Datacenter Maceio,,,http://www.acesso10.com.br,"{'service': 'website', 'identifier': 'http://www.acesso10.com.br'}",,,,,5,1,0,,,,,,,,South America,,,2018-10-13T02:12:00Z,2025-09-26T22:51:37Z,ok,61 R. Antenor Marinho de Melo,,Maceió,BR,AL,57052,,,-9.628538,-35.736342,"Maceió, Alagoas, Brazil",-9.6660417,-35.7352167
5888,21177,BRDrive,,BRDrive,BRDrive,BRDrive,https://www.brdrive.net,"{'service': 'website', 'identifier': 'https://www.brdrive.net'}",,,,Data Center,1,0,0,,,noc@brdrive.net,554935652000.0,,,,South America,,,2018-10-15T13:23:39Z,2025-09-26T22:51:37Z,ok,"Rua Frederico Bortolaz, 971, Videira - SC",,Videira,BR,SC,89566-060,,,-27.00187,-51.167471,"Videira, Santa Catarina, 89560-000, Brazil",-27.0052677,-51.1543274
5927,8677,Brasil TecPar,,Avato DC01-SMA (Brasil TecPar),,,http://www.avato.com.br,"{'service': 'website', 'identifier': 'http://www.avato.com.br'}",,,,,2,1,1,comercial@avato.com.br,,noc@avato.com.br,,,,,South America,,,2018-10-26T13:12:56Z,2026-01-30T14:23:54Z,ok,Dr. Bozzano 1293,Av. Fernando Ferrari 1282,Santa Maria,BR,RS,97015004,,,-29.686757,-53.808063,"Santa Maria - RS, Brazil",-29.68949839999999,-53.7923441
5961,3535,G2G Internet Jundiai,,Maxiweb Internet Provider,G2G Internet Jundiai,Maxiweb Internet Provider,https://www.g2gtelecom.com.br/,"{'service': 'website', 'identifier': 'https://www.g2gtelecom.com.br/'}",,,,"Acesso Fibra para Empresas e Residencias, colocations e mais...",0,0,0,renan.chudis@g2gfibra.com.br,5511941418236.0,renan.chudis@g2gfibra.com.br,5511941418236.0,48 VDC,False,Owner,South America,,,2018-11-01T19:08:33Z,2025-09-26T22:51:40Z,ok,Rua Santa Catarina 519,Vila Progresso,Jundiai,BR,SP,13202150,,,-23.208805,-46.869404,"Jundiaí - Região Metropolitana de Jundiaí, Jundiaí - São Paulo, Brazil",-23.1856528,-46.8892222
5985,16673,Arikinet Internet Ltda - EPP,,Virtual Ariki Tecnologia,,,http://www.virtualariki.com.br,"{'service': 'website', 'identifier': 'http://www.virtualariki.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-11-07T17:20:57Z,2025-09-26T22:51:43Z,ok,"Av. Ana Costa, 146",CJ 1901,Santos,BR,SP,11060000,,,-23.949691,-46.331029,"Santos - São Paulo, Brazil",-23.9592201,-46.3317787
6094,20870,TELNET - SERVIÇOS EM TELECOMUNICAÇÕES LTDA,,PoP - telnet - CGE,,,http://www.telnetfast.com.br,"{'service': 'website', 'identifier': 'http://www.telnetfast.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-12-05T16:48:11Z,2025-09-26T22:51:49Z,ok,"R. Vice-prefeito Antônio de Carvalho Sousa, 450 -Sala 706 - Estacao Velha",,Campina Grande,BR,PB,58410-050,,,-7.232546,-35.886092,"Campina Grande, Paraíba, Brazil",-7.2206167,-35.8888328
6119,8800,VSX Networks,,VSX - Maringá - PIX IX-MGF,,,http://www.vsx.com.br/,"{'service': 'website', 'identifier': 'http://www.vsx.com.br/'}",,,,,1,1,0,,,,,,,,South America,,,2018-12-13T11:10:18Z,2025-09-26T22:51:52Z,ok,"Av Advogado Horácio Raccanello Filho, 5570",,Maringá,BR,PR,87020035,,,-23.417925,-51.935422,"Maringá, Paraná, Brazil",-23.4209995,-51.9330558
6220,21866,MINUTES4ALL TELECOMUNICAÇÕES LTDA,,Minutes4all Telecomunicações Ltda,,,http://www.minutes4all.com,"{'service': 'website', 'identifier': 'http://www.minutes4all.com'}",,,,,0,0,0,,,,,,,,South America,,,2019-01-10T11:24:43Z,2025-09-26T22:51:55Z,ok,Av Roque Petroni Junior 1089 Sl 208,,São Paulo,BR,SP,04707000,,,-23.623276,-46.698727,"São Paulo, Brazil",-23.5557714,-46.6395571
6265,8677,Brasil TecPar,,Nova Rede (Brasil TecPar),,,http://www.rnova.com.br,"{'service': 'website', 'identifier': 'http://www.rnova.com.br'}",,,,,1,0,0,,,noc@rnova.com.br,553136149300.0,,,,South America,,,2019-01-23T17:27:58Z,2026-02-17T01:11:24Z,ok,Rua Ari Teixeira da Costa 180,,Ribeirão das Neves,BR,MG,33805-020,,,-19.776695,-44.082398,"Ribeirão das Neves, Minas Gerais, Brazil",-19.7664446,-44.0871942
6329,22046,OPEN IT SOLUTIONS EIRELI,,Open IT Group,,,http://www.openitgroup.com.br,"{'service': 'website', 'identifier': 'http://www.openitgroup.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2019-02-11T18:15:11Z,2025-09-26T22:52:00Z,ok,"Rua Minas Gerais, 260","Rua Francisco Nunes, 478",Cabreúva,BR,SP,13318-000,,,-23.253249,-47.055839,"Cabreúva - Região Metropolitana de Jundiaí, Cabreúva - São Paulo, 13315-000, Brazil",-23.3073663,-47.1336779
6362,8677,Brasil TecPar,,Neogrid Datacenter Joinville (Brasil TecPar),,,http://www.neogriddatacenter.com,"{'service': 'website', 'identifier': 'http://www.neogriddatacenter.com'}",,,,,4,0,1,,,,,,,,South America,,,2019-02-18T18:20:53Z,2026-01-30T14:14:05Z,ok,"Avenida Santos Dumont, 935 - Bairro Santo Antônio",,Joinville,BR,SC,89.218-105,,,-26.264056,-48.851541,"Joinville - Santa Catarina, Brazil",-26.3043758,-48.84637439999999
6434,20484,Latitude.sh,,Latitude.sh MH1,,,https://latitude.sh,"{'service': 'website', 'identifier': 'https://latitude.sh'}",MH1,,,,7,1,0,sales@latitude.sh,,netops@latitude.sh,,,,,South America,,,2019-03-06T18:23:04Z,2025-09-26T22:52:13Z,ok,"Rua Eduardo Martinelli, 100",Vila Mariana,São Paulo,BR,SP,04013-050,,,-23.580004,-46.641081,"São Paulo, Brazil",-23.5557714,-46.6395571
6563,12411,ProveNET,,ProveNET - IDC-FLA - Fortaleza,,ProveNET - IDC-FLA - Fortaleza,http://www.provenet.com.br,"{'service': 'website', 'identifier': 'http://www.provenet.com.br'}",,,,,12,0,1,contato@provenet.com.br,558521340000.0,noc@provenet.com.br,558521340000.0,48 VDC,,Owner,South America,,,2019-04-02T22:50:31Z,2025-09-26T22:52:27Z,ok,"Rua Isaias Domingos da Silveira, 215",Praia do Futuro,Fortaleza,BR,CE,60.177-180,,,-3.735615,-38.466709,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
6585,21398,FRAGA COMUNICACAO E MANUTENCAO DE EQUIPAMENTOS,,Fraga Comunicação,,,http://peering.pluglink.net.br/,"{'service': 'website', 'identifier': 'http://peering.pluglink.net.br/'}",,,,,0,0,0,,,,,,,,South America,,,2019-04-05T16:07:41Z,2025-09-26T22:52:28Z,ok,Areia Branca,611 Letra A,Rio de Janeiro,BR,RJ,23550740,,,-22.932525,-43.690446,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
6604,30098,BR.Digital,,BR.Digital Recife (RCE1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,16,1,1,,,,,,,,South America,,,2019-04-10T12:58:26Z,2025-09-26T22:52:30Z,ok,"Rua General Joaquim Inácio, 41, Ilha do Leite",,Recife,BR,PE,50070-270,,,-8.063685,-34.891558,"Recife, Pernambuco, Brazil",-8.0578381,-34.8828969
6702,6616,Angola Cables,,AngoNAP Fortaleza,,,https://www.angolacables.co.ao,"{'service': 'website', 'identifier': 'https://www.angolacables.co.ao'}",,,,,59,2,3,,,,,,,,South America,,,2019-05-02T10:30:56Z,2025-09-26T22:52:35Z,ok,Avenida Trajano de Medeiros 1851 – Praia do Futuro 60182-185,,Fortaleza,BR,CE,60182-185,,,-3.734736,-38.462636,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
6713,30098,BR.Digital,,BR.Digital Goiânia (GNA1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,7,1,1,,,,,,,,South America,,,2019-05-03T18:50:42Z,2025-09-26T22:52:36Z,ok,"Condomínio Executive Tower, 7º andar, Sala 703 - Rua 136, 960, Setor Marista",,Goiânia,BR,GO,45740-932,,,-16.697437,-49.254463,"Goiânia, Goiás, Brazil",-16.6868491,-49.2707899
6851,22938,Pronto Net Ltda.,,Pronto Net Belém,,,http://www.pronto.net.br,"{'service': 'website', 'identifier': 'http://www.pronto.net.br'}",,,,,5,1,0,,,,,,,,South America,,,2019-05-24T12:36:01Z,2025-09-26T22:52:47Z,ok,"Rod. Mário Covas, nº 9",,Belém,BR,PA,67115000,,,-1.362778,-48.426014,"Belém, Pará, Brazil",-1.4563432,-48.501299
6871,19140,Ferenz Networks,,Ferenz Networks DC,Ferenz,,https://www.ferenz.com.br,"{'service': 'website', 'identifier': 'https://www.ferenz.com.br'}",,,,,4,0,0,financeiro@ferenz.com.br,554933534004.0,noc@ferenz.com.br,554933534004.0,480 VAC,,Owner,South America,,,2019-06-01T14:56:16Z,2026-06-29T22:29:04Z,ok,"R. Gov. Irineu Bornhausen, 473",Germanico,Xaxim,BR,SC,89825-000,,,-26.968341,-52.525293,"Xaxim, Santa Catarina, 89825-000, Brazil",-26.9619189,-52.5326574
6892,23019,BB Host LTDA,,BB Host Datacenter - COA1,,,https://www.bbhost.com.br,"{'service': 'website', 'identifier': 'https://www.bbhost.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2019-06-04T12:10:55Z,2025-09-26T22:52:50Z,ok,"Av. Eid Mansur, 666",,Cotia,BR,SP,06708-070,,,-23.597933,-46.848808,"Cotia - Caucaia do Alto, Cotia - São Paulo, Brazil",-23.6059252,-46.926502
6980,9845,JSX TELECOM,,JSX TELECOM - IDC - Salvador,,,http://www.jsx.net.br,"{'service': 'website', 'identifier': 'http://www.jsx.net.br'}",,,,,1,0,0,,,,,,,,South America,,,2019-06-20T05:45:03Z,2025-09-26T22:52:55Z,ok,"Av. Tancredo Neves, 620 - Caminho das Árvores,",,Salvador,BR,BA,41820-020,,,-12.979049,-38.460817,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
7071,9613,BJNEt PROVEDOR DE INTERNET LTDA,,BJNEt PROVEDOR DE INTERNET LTDA,,,http://www.bjnet.com.br,"{'service': 'website', 'identifier': 'http://www.bjnet.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2019-07-12T11:01:06Z,2025-09-26T22:53:00Z,ok,"Trav Malossi, 55",,Brusque,BR,SC,88351030,,,-27.090806,-48.908856,"Brusque, Santa Catarina, Brazil",-27.0989969,-48.91706910000001
7090,19468,NDX Telecomunicacoes Ltda.,,NDX NET Servicos de Informatica,,,http://www.ndxnet.com.br,"{'service': 'website', 'identifier': 'http://www.ndxnet.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2019-07-17T00:05:10Z,2025-09-26T22:53:01Z,ok,"Av. das Américas, 7935",Sala 411 - Barra da Tijuca,Rio de Janeiro,BR,RJ,22793-081,,,-23.001086,-43.390426,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
7126,14792,Defferrari Informática Ltda.,,PIX Defferrari - Porto Alegre,,,http://dsi.net.br,"{'service': 'website', 'identifier': 'http://dsi.net.br'}",,,,,2,1,0,,,,,,,,South America,,,2019-07-26T11:43:33Z,2025-09-26T22:53:04Z,ok,"Rua Mariante, 193 - Sala 101",,Porto Alegre,BR,RS,90430-181,,,-30.029477,-51.204482,"Porto Alegre, RS, Brazil",-30.0368176,-51.2089887
7230,8415,NWI Telecom,,NWI Datacenter Brasília SIG,,,https://nwi.com.br/servicos-ti/,"{'service': 'website', 'identifier': 'https://nwi.com.br/servicos-ti/'}",,,,,2,0,0,,,,,,,,South America,,,2019-08-16T23:23:16Z,2025-09-26T22:53:11Z,ok,"SIG Quadra 1, 725 - Zona Industrial",,Brasília,BR,DF,70610-410,,,-15.792094,-47.910153,"Brasília - Brasilia, Brasília - Federal District, Brazil",-15.7975154,-47.89188739999999
7311,16009,Speed Travel Comunicação Multimídia Ltda,,SpeedTravel Telecom,,,http://www.speedtravel.com.br,"{'service': 'website', 'identifier': 'http://www.speedtravel.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2019-09-02T21:35:03Z,2025-09-26T22:53:16Z,ok,"Av. São Paulo, 2929",Jardim Clodoaldo,Cacoal,BR,RO,76963-577,,,-11.433839,-61.449507,"Cacoal - Rondônia, Brazil",-11.4346957,-61.45669909999999
7338,4964,Universidade Estadual de Ponta Grossa,,UEPG Datacenter UVN,,,https://ix.uepg.br,"{'service': 'website', 'identifier': 'https://ix.uepg.br'}",,,,,3,1,0,,,,,,,Owner,South America,,,2019-09-10T22:32:52Z,2025-09-26T22:53:17Z,ok,"Avenida General Carlos Cavalcanti, 4748",,Ponta Grossa,BR,PR,84030-900,,,-25.089498,-50.103436,"Ponta Grossa - Paraná, Brazil",-25.0993943,-50.15829979999999
7370,9551,Ready Tecnologia da Informacao LTDA,,READYTI-THE-01,,,https://www.readyti.com.br,"{'service': 'website', 'identifier': 'https://www.readyti.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2019-09-18T13:09:16Z,2025-09-26T22:53:20Z,ok,Rua Gardênia,,Teresina,BR,PI,64049-200,,,,,"Teresina - Piauí, Brazil",-5.0810984,-42.774291
7553,18743,STAR SERVICOS DE INTERNET LTDA,,STAR - TQR,,,http://startelecom.com.br,"{'service': 'website', 'identifier': 'http://startelecom.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2019-11-02T16:51:39Z,2025-09-26T22:53:29Z,ok,Rua Julio de Castilhos,,Taquara,BR,RS,95600-000,,,,,"Taquara - RS, Brazil",-29.6509775,-50.7757826
7554,18743,STAR SERVICOS DE INTERNET LTDA,,STAR - GTI,,,http://startelecom.com.br,"{'service': 'website', 'identifier': 'http://startelecom.com.br'}",,,,,2,0,0,,,,,,,,South America,,,2019-11-02T16:57:49Z,2025-09-26T22:53:29Z,ok,"Av. José Loureiro da Silva, 2251",,Gravataí,BR,RS,94010-000,,,-29.935797,-50.996802,"Gravataí - RS, Brazil",-29.93988689999999,-50.99475289999999
7579,7838,Ascenty DataCenters e Telecom,,Ascenty SPO01 - São Paulo,,,https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-1/'}",,,,,42,1,2,,,cgr@ascenty.com,551935177600.0,,,,South America,,,2019-11-07T21:01:14Z,2026-02-20T20:18:24Z,ok,"Av. Roberto Pinto Sobrinho, 350",,Osasco,BR,SP,06268-120,,,-23.492259,-46.777232,"Osasco - São Paulo, Brazil",-23.533385,-46.7914568
7580,7838,Ascenty DataCenters e Telecom,,Ascenty SPO02 - São Paulo,,,https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-2/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-2/'}",,,,,102,3,4,,,cgr@ascenty.com,551935177600.0,,,,South America,,,2019-11-07T21:03:27Z,2026-02-20T20:18:31Z,ok,"Av. Roberto Pinto Sobrinho, 350",,Osasco,BR,SP,06268-120,,,-23.492259,-46.777232,"Osasco - São Paulo, Brazil",-23.533385,-46.7914568
7581,7838,Ascenty DataCenters e Telecom,,Ascenty SPO03 - São Paulo,,,https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-3/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/sao-paulo-capital/sao-paulo-3/'}",,,,,80,1,5,,,cgr@ascenty.com,551935177600.0,,,,South America,,,2019-11-07T21:04:31Z,2026-02-20T20:18:40Z,ok,"Av. Roberto Pinto Sobrinho, 350",,Osasco,BR,SP,06268-120,,,-23.492259,-46.777232,"Osasco - São Paulo, Brazil",-23.533385,-46.7914568
7582,7838,Ascenty DataCenters e Telecom,,Ascenty JDI01 - Jundiaí,,,https://www.ascenty.com/data-centers/jundiai/jundiai-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/jundiai/jundiai-1/'}",,,,,10,0,1,,,,,,,,South America,,,2019-11-07T21:09:32Z,2026-02-20T20:16:58Z,ok,"R. Presbítero Plinio Alves de Souza, 757",,Jundiai,BR,SP,13212-181,,,-23.191744,-46.974604,"Jundiaí - Região Metropolitana de Jundiaí, Jundiaí - São Paulo, Brazil",-23.1856528,-46.8892222
7583,7838,Ascenty DataCenters e Telecom,,Ascenty JDI02 - Jundiaí,,,https://www.ascenty.com/data-centers/jundiai/jundiai-2/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/jundiai/jundiai-2/'}",,,,,2,0,1,,,,,,,,South America,,,2019-11-07T21:10:19Z,2026-02-20T20:17:02Z,ok,"R. Presbítero Plinio Alves de Souza, 757",,Jundiai,BR,,13212-181,,,-23.191744,-46.974604,"Jundiaí - Região Metropolitana de Jundiaí, Jundiaí - São Paulo, Brazil",-23.1856528,-46.8892222
7584,7838,Ascenty DataCenters e Telecom,,Ascenty SUM01 - Sumaré,,,https://www.ascenty.com/data-centers/sumare/sumare-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/sumare/sumare-1/'}",,,,,1,0,1,,,,,,,,South America,,,2019-11-07T21:12:24Z,2026-02-20T20:20:12Z,ok,"Rod. Anhanguera, s/n Sumaré - SP - Parque das Industrias (Nova Veneza)",,Sumaré,BR,SP,13177-435,,,,,"Sumaré, São Paulo, Brazil",-22.8244116,-47.2707792
7585,7838,Ascenty DataCenters e Telecom,,Ascenty SUM02 - Sumaré,,,https://www.ascenty.com/data-centers/sumare/sumare-2/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/sumare/sumare-2/'}",,,,,1,0,1,,,,,,,,South America,,,2019-11-07T21:13:14Z,2026-02-20T20:20:16Z,ok,"Rod. Anhanguera, s/n Sumaré - SP - Parque das Industrias (Nova Veneza)",,Sumaré,BR,SP,13177-435,,,,,"Sumaré, São Paulo, Brazil",-22.8244116,-47.2707792
7586,7838,Ascenty DataCenters e Telecom,,Ascenty HTL01 - Hortolândia,,,https://www.ascenty.com/data-centers/hortolandia/hortolandia-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/hortolandia/hortolandia-1/'}",,,,,11,0,1,,,,,,,,South America,,,2019-11-07T21:15:54Z,2026-02-20T20:16:08Z,ok,"R. Papa João Paulo II, 4 - Jardim Santa Izabel",,Hortolandia,BR,SP,13185-252,,,-22.896022,-47.179246,"Hortolândia, São Paulo, Brazil",-22.8573469,-47.22105639999999
7587,7838,Ascenty DataCenters e Telecom,,Ascenty HTL02 - Hortolândia,,,https://www.ascenty.com/data-centers/hortolandia/hortolandia-2/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/hortolandia/hortolandia-2/'}",,,,,2,0,1,,,,,,,,South America,,,2019-11-07T21:16:46Z,2026-02-20T20:16:15Z,ok,"R. Papa João Paulo II, 4 - Jardim Santa Izabel",,Hortolandia,BR,SP,13185-252,,,-22.896022,-47.179246,"Hortolândia, São Paulo, Brazil",-22.8573469,-47.22105639999999
7588,7838,Ascenty DataCenters e Telecom,,Ascenty HTL03 - Hortolândia,,,https://www.ascenty.com/data-centers/hortolandia/hortolandia-3/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/hortolandia/hortolandia-3/'}",,,,,1,0,1,,,,,,,,South America,,,2019-11-07T21:17:32Z,2026-02-20T20:16:23Z,ok,"R. Papa João Paulo II, 4 - Jardim Santa Izabel",,Hortolandia,BR,SP,13185-252,,,-22.896022,-47.179246,"Hortolândia, São Paulo, Brazil",-22.8573469,-47.22105639999999
7589,7838,Ascenty DataCenters e Telecom,,Ascenty VIN01 - Vinhedo,,,https://www.ascenty.com/data-centers/vinhedo/vinhedo-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/vinhedo/vinhedo-1/'}",,,,,22,2,1,,,cgr@ascenty.com,551935177600.0,,,,South America,,,2019-11-07T21:18:58Z,2026-02-20T20:20:29Z,ok,"Avenida 2, número  50 - Distrito Industrial Benedito – Storini",,Vinhedo,BR,SP,13.288-162,,,,,"Vinhedo - São Paulo, Brazil",-23.0263701,-46.98178799999999
7590,7838,Ascenty DataCenters e Telecom,,Ascenty VIN02 - Vinhedo,,,https://www.ascenty.com/data-centers/vinhedo/vinhedo-2/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/vinhedo/vinhedo-2/'}",,,,,35,0,1,,,,,,,,South America,,,2019-11-07T21:20:01Z,2026-02-20T20:20:35Z,ok,"Avenida 2, número  50 - Distrito Industrial Benedito – Storini",,Vinhedo,BR,SP,13.288-162,,,,,"Vinhedo - São Paulo, Brazil",-23.0263701,-46.98178799999999
7591,7838,Ascenty DataCenters e Telecom,,Ascenty PLN01 - Paulínia,,,https://www.ascenty.com/data-centers/paulinia/paulinia-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/paulinia/paulinia-1/'}",,,,,2,0,0,,,,,,,,South America,,,2019-11-07T21:21:19Z,2026-02-20T20:17:13Z,ok,Rua Sebastião Cardoso s/n,,Paulínia,BR,SP,13141-005,,,,,"Paulínia - São Paulo, Brazil",-22.7410508,-47.1743005
7592,7838,Ascenty DataCenters e Telecom,,Ascenty RJO01 - Rio de Janeiro,,,https://www.ascenty.com/data-centers/rio-de-janeiro/rio-de-janeiro-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/rio-de-janeiro/rio-de-janeiro-1/'}",,,,,7,0,1,,,,,,,,South America,,,2019-11-07T21:22:40Z,2026-02-20T20:17:53Z,ok,"Av. Cel. Phidias Távora, 513 - Pavuna",,Rio de Janeiro,BR,RJ,21535-510,,,-22.804912,-43.335097,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
7593,7838,Ascenty DataCenters e Telecom,,Ascenty RJO02 - Rio de Janeiro,,,https://www.ascenty.com/data-centers/rio-de-janeiro/rio-de-janeiro-2//,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/rio-de-janeiro/rio-de-janeiro-2//'}",,,,,5,0,1,,,,,,,,South America,,,2019-11-07T21:23:33Z,2026-02-20T20:18:01Z,ok,"Av. Cel. Phidias Távora, 513 - Pavuna",,Rio de Janeiro,BR,RJ,21535-510,,,-22.804912,-43.335097,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
